"";"title";"year";"length";"budget";"rating";"votes"
"4446";"Todo sobre mi madre";1999;101;NA;7,9;13497
"4447";"Tokyo Godfathers";2003;93;NA;7,6;904
"4448";"Tollbooth";1994;108;NA;4,6;106
"4449";"Tom and Huck";1995;97;NA;5,3;1242
"4450";"Tombstone";1993;130;NA;7,4;16618
"4451";"Tomcats";2001;95;11000000;4,7;3717
"4452";"Tommy Boy";1995;97;NA;6,5;8875
"4453";"Tomorrow Never Dies";1997;119;110000000;6,4;19397
"4454";"Toolbox Murders";2003;95;NA;5,1;542
"4455";"Top of the Food Chain";1999;99;NA;5,9;280
"4456";"Topsy-Turvy";1999;160;NA;7,4;3637
"4457";"Torque";2004;81;40000000;3,2;4050
"4458";"Tortilla Soup";2001;103;NA;5,9;1194
"4459";"Total Eclipse";1995;111;NA;5,8;1495
"4460";"Total Reality";1997;100;NA;4;111
"4461";"Totally Blonde";2001;94;NA;3,6;168
"4462";"Touch of Pink";2004;91;NA;6,8;486
"4463";"Touch, The";2002;103;20000000;4,5;417
"4464";"Touching Wild Horses";2002;90;NA;6;80
"4465";"Touching the Void";2003;106;NA;8,1;3671
"4466";"Tough Luck";2003;88;NA;5,9;99
"4467";"Town & Country";2001;104;90000000;4,5;1434
"4468";"Tracks of a Killer";1995;99;NA;3,7;59
"4469";"Traffic";2000;147;48000000;7,8;41268
"4470";"Train Ride";2000;93;NA;9;23
"4471";"Train de vie";1998;103;NA;7,3;1191
"4472";"Training Day";2001;120;45000000;7,3;22776
"4473";"Trainspotting";1996;94;3500000;8;51887
"4474";"Traitor's Heart";1999;91;NA;2,7;52
"4475";"Trance";1998;94;4000000;3,9;392
"4476";"Transporter, The";2002;92;NA;6;9150
"4477";"Trapped";2002;106;30000000;6;3718
"4478";"Traveller";1997;101;NA;5,9;474
"4479";"Treasure Planet";2002;95;140000000;6,6;3724
"4480";"Treat, The";1998;82;NA;3,6;237
"4481";"Treehouse Hostage";1999;91;NA;4,8;82
"4482";"Trees Lounge";1996;95;1300000;7,1;3155
"4483";"Tregua, La";1997;125;NA;6,6;328
"4484";"Trekkies";1997;86;375000;6,9;1526
"4485";"Trekkies 2";2004;93;NA;6,4;128
"4486";"Tribulation";2000;95;NA;4,4;178
"4487";"Trick";1999;89;NA;6,8;2234
"4488";"Trigger Effect, The";1996;94;8000000;5,4;1591
"4489";"Triggermen";2002;96;12000000;5,8;317
"4490";"TripFall";2000;91;NA;4,1;84
"4491";"Triplettes de Belleville, Les";2003;78;8000000;7,7;6618
"4492";"Trippin'";1999;94;NA;4,3;291
"4493";"Triumph of Love, The";2001;112;5000000;5,7;423
"4494";"Trixie";2000;116;NA;4,8;552
"4495";"Trois";2000;93;200000;3,1;176
"4496";"Trois 3: The Escort";2004;95;1000000;4,8;38
"4497";"Trojan Warrior";2002;95;NA;4,2;44
"4498";"Tromeo and Juliet";1996;108;350000;5,8;1030
"4499";"Trouble with Angels, The";1966;112;NA;7,2;597
"4500";"Troy";2004;162;185000000;7,1;33979
"4501";"True Blue";2001;97;NA;5,2;185
"4502";"True Crime";1996;94;NA;5,1;492
"4503";"True Crime";1999;127;NA;6,3;5116
"4504";"True Friends";1998;103;NA;4,7;60
"4505";"True Heart";1997;92;NA;4,6;129
"4506";"True Vinyl";2000;89;NA;3,1;32
"4507";"Truman Show, The";1998;103;60000000;7,7;62434
"4508";"Truth About Cats & Dogs, The";1996;97;NA;6,5;7714
"4509";"Truth About Charlie, The";2002;104;NA;4,6;2417
"4510";"Try Seventeen";2002;96;NA;6,1;1373
"4511";"Tuck Everlasting";2002;96;15000000;6,5;2055
"4512";"Tully";2000;102;NA;7,5;630
"4513";"Tumbleweeds";1999;102;312000;6,9;1146
"4514";"Tunnel";2000;94;NA;3;82
"4515";"Tuno negro";2001;98;NA;5;255
"4516";"Tupac: Resurrection";2003;90;NA;7,3;773
"4517";"Turbo: A Power Rangers Movie";1997;99;NA;2,1;1296
"4518";"Tuxedo, The";2002;98;60000000;5,1;6070
"4519";"Tweeling, De";2002;135;NA;8;1073
"4520";"Twelfth Night: Or What You Will";1996;134;NA;7,1;1332
"4521";"Twelve Monkeys";1995;129;29000000;7,9;62301
"4522";"Twilight";1998;94;NA;6,1;2220
"4523";"Twin Falls Idaho";1999;111;500000;7,1;1547
"4524";"Twin Peaks: Fire Walk with Me";1992;135;10000000;6,5;6927
"4525";"Twist";2003;97;350000;6;197
"4526";"Twisted Love";1995;85;NA;2,9;49
"4527";"Twister";1996;113;92000000;5,9;28315
"4528";"Two Bits";1995;85;NA;5,9;497
"4529";"Two Bits & Pepper";1995;89;NA;1,8;26
"4530";"Two Brothers";2004;109;NA;6,9;1614
"4531";"Two Can Play That Game";2001;93;6000000;5,8;843
"4532";"Two Coyotes";2000;90;NA;3;21
"4533";"Two Days";2003;90;NA;6,7;167
"4534";"Two Deaths";1995;99;NA;6,8;145
"4535";"Two Family House";2000;109;NA;7,2;417
"4536";"Two Girls and a Guy";1997;84;1000000;5,6;2014
"4537";"Two If by Sea";1996;96;NA;4,9;1516
"4538";"Two Men Went to War";2002;109;NA;6,9;142
"4539";"Two Much";1995;118;NA;5;1026
"4540";"Two Ninas";1999;88;NA;6,2;409
"4541";"Two Shades of Blue";2000;103;NA;3,6;102
"4542";"Two Weeks Notice";2002;101;60000000;5,8;15010
"4543";"Tyrone";1999;92;NA;5,8;12
"4544";"U Turn";1997;125;19000000;6,5;10306
"4545";"U-571";2000;116;62000000;6,5;15792
"4546";"U.S. Marshals";1998;131;60000000;6,1;10315
"4547";"U.S. Seals";1999;90;NA;2,4;569
"4548";"Ugly, The";1997;92;NA;6,3;649
"4549";"Uh Oh!";2003;92;NA;7,6;7
"4550";"Ultimate Weapon, The";1997;110;NA;2,7;126
"4551";"Ultimate X: The Movie";2002;44;NA;6,7;111
"4552";"Ultimo bacio, L'";2001;115;NA;7;1422
"4553";"Ultimo tango a Parigi";1972;250;1250000;6,9;4007
"4554";"Umi wa miteita";2002;119;NA;6,8;254
"4555";"Un indien dans la ville";1994;90;NA;5,4;372
"4556";"Unbreakable";2000;106;75000000;7,1;35842
"4557";"Uncle Nino";2003;104;NA;5,9;221
"4558";"Uncle Sam";1997;89;2000000;3,3;488
"4559";"Unconditional Love";1999;105;NA;3;6
"4560";"Unconditional Love";2002;120;NA;7,1;632
"4561";"Undead";2003;100;NA;5,7;1350
"4562";"Under Hellgate Bridge";2000;90;NA;4,6;123
"4563";"Under Oath";1997;92;NA;4,8;34
"4564";"Under Pressure";2000;94;NA;3,8;200
"4565";"Under Siege 2: Dark Territory";1995;99;60000000;4,9;5551
"4566";"Under Suspicion";2000;111;25000000;6,4;3718
"4567";"Under the Hula Moon";1995;94;NA;3,7;95
"4568";"Under the Tuscan Sun";2003;113;18000000;6,7;4183
"4569";"Undercover Angel";1999;91;NA;5,5;142
"4570";"Undercover Brother";2002;85;25000000;6;5138
"4571";"Undercover Heat";1995;93;NA;5,5;148
"4572";"Undercover Kid, The";1996;80;NA;4,8;23
"4573";"Undercurrent";1999;94;NA;4,5;54
"4574";"Underground Comedy Movie, The";1999;88;NA;1,8;590
"4575";"Undertaker's Wedding, The";1997;80;NA;4,9;62
"4576";"Undertow";1996;93;NA;5;124
"4577";"Undertow";2004;108;NA;6,9;541
"4578";"Underworld";1996;95;NA;4,5;216
"4579";"Undisputed";2002;96;20000000;5,6;1769
"4580";"Une liaison pornographique";1999;80;NA;7,1;1493
"4581";"Unfaithful";2002;125;50000000;6,6;8713
"4582";"Unforgettable";1996;117;18000000;5,7;940
"4583";"Unhook the Stars";1996;105;NA;6,8;563
"4584";"Union Square";2003;90;NA;6;6
"4585";"United States of Leland, The";2003;108;NA;7;1788
"4586";"Universal Soldier: The Return";1999;89;NA;3,2;3486
"4587";"Unmade Beds";1997;95;1000000;6,7;148
"4588";"Unsaid, The";2001;108;22000000;6,5;1084
"4589";"Unspeakable";2002;108;NA;3,6;260
"4590";"Unstoppable";2004;96;15000000;4,8;579
"4591";"Untergang, Der";2004;156;NA;8,4;8039
"4592";"Until Death";2002;80;NA;3,7;11
"4593";"Untold, The";2002;92;3000000;3,8;400
"4594";"Unzipped";1995;73;NA;6;348
"4595";"Uomo delle stelle, L'";1995;113;NA;7,1;662
"4596";"Up Against Amanda";2000;102;NA;4,3;113
"4597";"Up Close & Personal";1996;124;60000000;5,7;3201
"4598";"Up at the Villa";2000;115;NA;5,9;740
"4599";"Upside of Anger, The";2005;118;13200000;7,2;1160
"4600";"Uptown Girls";2003;93;NA;5,4;2417
"4601";"Urban Ghost Story";1998;82;300000;5,3;167
"4602";"Urban Legend";1998;99;14000000;5,1;8245
"4603";"Urban Legends: Final Cut";2000;97;15000000;3,8;3280
"4604";"Urban Safari";1996;92;NA;4,8;21
"4605";"Urbania";2000;106;225000;6,9;1089
"4606";"Usual Suspects, The";1995;106;6000000;8,7;103854
"4607";"Utomlyonnye solntsem";1994;132;2800000;7,6;2173
"4608";"Va savoir";2001;157;NA;7,1;789
"4609";"Valdez Is Coming";1971;90;NA;6,6;317
"4610";"Valentine";2001;96;10000000;4,2;4779
"4611";"Vampire Clan";2002;87;NA;4;173
"4612";"Vampire Hunter D";2000;103;NA;7,6;2606
"4613";"Vampire Journals";1997;92;NA;4,6;235
"4614";"Vampire in Brooklyn";1995;100;14000000;4,4;2716
"4615";"Vampires";1998;106;20000000;5,6;7908
"4616";"Vampires Anonymous";2003;88;NA;4,4;85
"4617";"Vampires: Los Muertos";2002;93;NA;4,4;1010
"4618";"Vampires: The Turning";2005;84;NA;3,4;59
"4619";"Van Helsing";2004;132;160000000;5,4;19787
"4620";"Van Wilder";2002;94;6000000;5,8;7799
"4621";"Van, The";1996;100;NA;6,5;884
"4622";"Vanilla Sky";2001;136;68000000;6,9;31250
"4623";"Vanishing Point";1971;106;NA;7;1607
"4624";"Vanity Fair";2004;141;23000000;6,1;2151
"4625";"Varsity Blues";1999;100;16000000;6;7974
"4626";"Vatel";2000;125;36000000;6,4;1322
"4627";"Vault, The";2005;87;100000;2,4;64
"4628";"Vegas Vacation";1997;93;NA;5;4543
"4629";"Velocity Trap";1997;86;NA;3,8;233
"4630";"Velocity of Gary, The";1998;100;4000000;4,7;570
"4631";"Velvet Goldmine";1998;124;NA;6,6;5041
"4632";"Venomous";2001;97;NA;3,5;146
"4633";"Venus Rising";1995;91;NA;2,3;225
"4634";"Venus and Mars";2001;94;NA;5,3;50
"4635";"Vera Drake";2004;125;NA;7,9;2562
"4636";"Veronica 2030";1999;70;NA;2,8;61
"4637";"Veronica Guerin";2003;92;17000000;6,8;2688
"4638";"Versprechen, Das";1995;116;NA;7;176
"4639";"Vertical Limit";2000;124;75000000;5,6;10273
"4640";"Very Bad Things";1998;100;10000000;5,8;10001
"4641";"Very Brady Sequel, A";1996;90;15000000;5,3;2183
"4642";"Veuve de Saint-Pierre, La";2000;112;NA;7,1;1572
"4643";"Vice Girls";2000;83;NA;3,3;33
"4644";"Vicious Circle";1996;90;NA;2;9
"4645";"Victory";1995;99;NA;5,8;104
"4646";"View from the Top";2003;87;NA;5,1;3485
"4647";"Viking Sagas, The";1995;80;NA;4,6;109
"4648";"Viktor Vogel - Commercial Man";2001;112;NA;5,6;244
"4649";"Village of the Damned";1995;99;7000000;5,1;2585
"4650";"Village, The";2004;108;60000000;6,6;25729
"4651";"Violon rouge, Le";1998;140;10000000;7,8;6995
"4652";"Vipers";1999;92;NA;4,6;52
"4653";"Virgen de los sicarios, La";2000;98;NA;7;902
"4654";"Virgin";2003;114;NA;6;118
"4655";"Virgin Suicides, The";1999;90;6000000;7,2;17524
"4656";"Virginia's Run";2002;101;NA;5,8;122
"4657";"Virtual Combat";1996;97;NA;3;92
"4658";"Virtual Desire";1995;92;NA;2,7;65
"4659";"Virtual Encounters 2";1998;83;NA;4,3;47
"4660";"Virtual Sexuality";1999;92;NA;5;891
"4661";"Virtuosity";1995;106;30000000;5,3;4183
"4662";"Visiteurs, Les";1993;107;NA;6,4;2514
"4663";"Visitors";2003;100;NA;5,1;185
"4664";"Vital";2004;86;NA;6,7;81
"4665";"Vital Parts";2001;87;NA;3,4;23
"4666";"Viva Las Nowhere";2001;97;NA;6;83
"4667";"Vivero Letter, The";1998;95;NA;4,3;97
"4668";"Vivid";1997;84;NA;3,5;159
"4669";"Vlad";2003;98;NA;3,9;162
"4670";"Voices";1995;91;NA;5,5;103
"4671";"Volcano";1997;104;90000000;5,2;8627
"4672";"Voleurs, Les";1996;117;NA;7,1;606
"4673";"Voodoo";1995;91;NA;4,4;111
"4674";"Voodoo Dawn";1990;84;NA;2,1;56
"4675";"Vor";1997;110;2000000;7,2;841
"4676";"Voyage to the Bottom of the Sea";1961;105;NA;5,9;598
"4677";"Voyeur.com";2000;95;NA;1,8;72
"4678";"Vulgar";2000;85;NA;4,7;1003
"4679";"WXIII: Patlabor the Movie 3";2002;100;NA;6,6;123
"4680";"Wadd: The Life and Times of John C. Holmes";1998;105;NA;6,4;181
"4681";"Wag the Dog";1997;97;15000000;7;16434
"4682";"Waiting for Guffman";1996;84;4000000;7,6;7337
"4683";"Waiting to Exhale";1995;127;15000000;5,1;1611
"4684";"Wake In Providence, A";1999;94;NA;6,9;27
"4685";"Waking Life";2001;101;NA;7,5;6999
"4686";"Waking Ned";1998;92;3000000;7,3;7232
"4687";"Waking Up Horton";1998;90;NA;2,5;42
"4688";"Waking Up in Reno";2002;91;NA;5,3;862
"4689";"Walk On Water";2004;104;NA;7,5;533
"4690";"Walk in the Clouds, A";1995;102;20000000;6,2;4085
"4691";"Walk on the Moon, A";1999;105;14000000;6,6;1815
"4692";"Walk to Remember, A";2002;101;11000000;6,8;7124
"4693";"Walking Across Egypt";1999;100;4500000;6,9;247
"4694";"Walking Tall";2004;87;56000000;5,9;4839
"4695";"Walking Thunder";1997;95;NA;5,2;37
"4696";"Walking and Talking";1996;86;1000000;6,6;888
"4697";"Walnut Creek";1996;103;NA;4;35
"4698";"Wannabes";2000;110;NA;4,8;69
"4699";"War Zone, The";1999;98;NA;7,3;1986
"4700";"War and Peace";1956;208;6000000;6,6;795
"4701";"War at Home, The";1996;119;NA;6,6;443
"4702";"Warhead";1996;90;NA;2,4;59
"4703";"Warrior";2002;97;NA;1,7;16
"4704";"Warrior, The";2001;86;NA;6,8;266
"4705";"Warriors of Virtue";1997;101;35000000;3,6;389
"4706";"Warriors of Virtue: The Return to Tao";2002;93;NA;4,6;41
"4707";"Was tun, wenn's brennt?";2001;101;NA;7,1;772
"4708";"Wasabi";2001;94;NA;6,4;3057
"4709";"Wash, The";1988;94;NA;7,2;23
"4710";"Washington Heights";2002;89;NA;5,9;144
"4711";"Washington Square";1997;115;NA;6,7;864
"4712";"Watch Me";1996;90;NA;4,6;75
"4713";"Watcher, The";2000;97;33000000;5,2;5774
"4714";"Watchers Reborn";1998;90;NA;3;73
"4715";"Watchtower";2001;97;NA;4,5;207
"4716";"Waterboy, The";1998;90;23000000;5,5;15539
"4717";"Waterproof";1999;95;NA;6,2;103
"4718";"Waterworld";1995;176;175000000;5,4;19325
"4719";"Way of the Gun, The";2000;120;9000000;6,5;7750
"4720";"Way of the Vampire";2005;90;1000000;3;16
"4721";"Waydowntown";2000;87;NA;7,1;646
"4722";"We Don't Live Here Anymore";2004;101;3000000;6,1;1387
"4723";"We Sold Our Souls for Rock 'n Roll";2001;90;NA;3,3;37
"4724";"We Were Soldiers";2002;143;75000000;7,1;14939
"4725";"Web of Seduction";1999;87;NA;4,5;38
"4726";"Wedding Bell Blues";1996;102;NA;4,9;193
"4727";"Wedding Date, The";2005;90;15000000;5;953
"4728";"Wedding Party, The";1969;92;43000;5,2;94
"4729";"Wedding Planner, The";2001;103;35000000;4,9;7393
"4730";"Wedding Singer, The";1998;95;NA;6,8;19487
"4731";"Weight of Water, The";2000;113;16000000;6;1742
"4732";"Welcome II the Terrordome";1995;90;NA;2,9;25
"4733";"Welcome to Collinwood";2002;86;12000000;6,1;2831
"4734";"Welcome to Hollywood";2000;89;NA;4,8;238
"4735";"Welcome to Mooseport";2004;117;26000000;5,3;2356
"4736";"Welcome to Sarajevo";1997;103;9000000;6,8;1465
"4737";"Welcome to Woop Woop";1997;97;NA;5,1;504
"4738";"Welcome to the Dollhouse";1995;88;800000;7,4;5851
"4739";"Wendigo";2001;91;NA;4,9;941
"4740";"Went to Coney Island on a Mission From God... Be Back by Five";1998;94;NA;6,7;120
"4741";"Werewolf";1996;99;350000;2;1032
"4742";"Werewolf Reborn!, The";1998;70;NA;3,2;34
"4743";"Westender";2003;105;NA;6,3;46
"4744";"Wet Hot American Summer";2001;97;NA;6,2;3227
"4745";"Whacked!";2002;91;NA;4,4;72
"4746";"Whale Rider";2002;101;NA;8;10252
"4747";"Whasango";2001;95;NA;6,2;825
"4748";"What Alice Found";2003;96;NA;6,6;187
"4749";"What Dreams May Come";1998;113;85000000;6,3;11706
"4750";"What Lies Beneath";2000;130;90000000;6,6;20584
"4751";"What Planet Are You From?";2000;104;50000000;5,6;2574
"4752";"What Rats Won't Do";1998;88;NA;6,2;162
"4753";"What Women Want";2000;127;65000000;6,4;20138
"4754";"What a Girl Wants";2003;105;20000000;5,7;3533
"4755";"What's Cooking?";2000;109;NA;7;744
"4756";"What's the Worst That Could Happen?";2001;97;45000000;5;2531
"4757";"Whatever";1998;112;NA;6;464
"4758";"Whatever Happened to Harold Smith?";1999;95;NA;6,3;268
"4759";"Whatever It Takes";2000;94;15000000;5,2;1771
"4760";"When Justice Fails";1998;91;NA;4;88
"4761";"When Night Is Falling";1995;93;NA;6,7;1158
"4762";"When Strangers Appear";2001;96;NA;6,5;433
"4763";"When We Were Kings";1996;89;NA;7,7;3227
"4764";"When Will I Be Loved";2004;81;NA;5,2;488
"4765";"When Zachary Beaver Came to Town";2003;85;3000000;7,9;35
"4766";"When the Bullet Hits the Bone";1995;76;NA;4,5;41
"4767";"When the Sky Falls";2000;107;NA;6,8;231
"4768";"Where Truth Lies";1996;97;NA;2,8;54
"4769";"Where the Heart Is";2000;120;15000000;6,4;5042
"4770";"Where the Money Is";2000;89;18000000;6,2;1461
"4771";"Where's Marlowe?";1998;97;3500000;6,2;188
"4772";"While You Were Sleeping";1995;103;17000000;6,5;13035
"4773";"Whipped";2000;82;3000000;4,4;1562
"4774";"White Chicks";2004;109;NA;4,8;4782
"4775";"White Man's Burden";1995;89;NA;5;1247
"4776";"White Oleander";2002;109;16000000;6,9;4545
"4777";"White Raven, The";1998;113;NA;4,8;113
"4778";"White River Kid, The";1999;99;NA;4,2;230
"4779";"White Squall";1996;129;38000000;6,4;3445
"4780";"White Wolves III: Cry of the White Wolf";2000;87;NA;6,4;38
"4781";"Whiteboys";1999;92;NA;4,8;397
"4782";"Who Is Cletis Tout?";2001;92;NA;6,4;958
"4783";"Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?";1971;108;NA;4,6;149
"4784";"Who Killed Buddy Blue?";1996;90;NA;2,8;37
"4785";"Whole Ten Yards, The";2004;98;40000000;4,8;4133
"4786";"Whole Wide World, The";1996;111;1300000;7,4;956
"4787";"Why Do Fools Fall In Love";1998;116;NA;5,6;608
"4788";"Wicked";1998;88;NA;5,3;617
"4789";"Wicked Game";2002;95;NA;5,2;20
"4790";"Wicked Spring";2002;102;500000;5,6;158
"4791";"Wicker Park";2004;114;30000000;6,4;3143
"4792";"Wide Awake";1998;88;7000000;6;655
"4793";"Wife, The";1995;101;NA;6,4;104
"4794";"Wigstock: The Movie";1995;85;NA;6,4;145
"4795";"Wilbur Falls";1998;95;NA;5,1;55
"4796";"Wilbur Wants to Kill Himself";2002;105;NA;6,8;1563
"4797";"Wild Angels, The";1966;93;360000;4,7;212
"4798";"Wild Bill";1995;98;NA;5,7;715
"4799";"Wild Malibu Weekend!";1995;80;NA;3;25
"4800";"Wild Man Blues";1997;105;NA;6,8;645
"4801";"Wild Ride, The";1960;88;30000;3,8;56
"4802";"Wild Things";1998;115;20000000;6,6;17672
"4803";"Wild Thornberrys Movie, The";2002;85;35000000;4,7;4008
"4804";"Wild Wild West";1999;107;170000000;4;19078
"4805";"Wild in the Streets";1968;94;1000000;5,9;329
"4806";"Wilde";1997;118;10000000;6,9;2545
"4807";"Wildflowers";1999;93;NA;5,6;118
"4808";"Wildly Available";1999;98;NA;4,1;56
"4809";"Willard";2003;100;22000000;6,2;2913
"4810";"Wimbledon";2004;98;31000000;6,3;4297
"4811";"Win a Date with Tad Hamilton!";2004;95;24000000;5,8;2933
"4812";"Wind Dancer";1993;90;NA;4,4;27
"4813";"Wind River";1998;97;5500000;5,4;97
"4814";"Windfall";2001;102;NA;3,6;84
"4815";"Windrunner";1995;108;NA;5,7;50
"4816";"Windtalkers";2002;153;115000000;5,9;9081
"4817";"Wing Commander";1999;96;30000000;3,7;4854
"4818";"Wings of the Dove, The";1997;102;NA;6,9;2663
"4819";"Winner, The";1996;92;NA;4,5;206
"4820";"Winter Guest, The";1997;108;NA;6,6;977
"4821";"Winter Solstice";2004;95;NA;7,2;75
"4822";"Wisdom of Crocodiles, The";1998;98;NA;6,3;1238
"4823";"Wisegirls";2002;96;11000000;5,7;792
"4824";"Wish Upon a Star";1996;90;NA;6,4;526
"4825";"Wish You Were Dead";2002;100;NA;4,7;93
"4826";"Wishcraft";2002;97;5000000;5;314
"4827";"Wisher, The";2002;90;NA;4,1;251
"4828";"Wishful Thinking";1997;93;NA;4,9;387
"4829";"Wishmaster";1997;90;5000000;5;2577
"4830";"Witchboard 2: The Devil's Doorway";1993;94;NA;3,8;187
"4831";"Witchboard III: The Possession";1995;93;2000000;3,4;114
"4832";"Witchcraft 7: Judgement Hour";1995;90;NA;2,9;38
"4833";"Witchcraft IX: Bitter Flesh";1997;92;NA;2,5;20
"4834";"With Friends Like These...";1998;105;NA;5,6;174
"4835";"With or Without You";2003;91;NA;4;12
"4836";"Without Limits";1998;117;25000000;6,8;1249
"4837";"Without Mercy";1995;90;NA;2,2;16
"4838";"Without a Paddle";2004;95;19000000;5,4;3605
"4839";"Witness Files, The";1999;95;NA;3,8;308
"4840";"Wizards of the Demon Sword";1991;90;NA;3,2;37
"4841";"Wo hu cang long";2000;120;15000000;8,2;52198
"4842";"Wolves of Wall Street";2002;85;NA;2,8;77
"4843";"Wolves, The";1995;88;NA;4,6;12
"4844";"Woman Hunted, A";2003;94;NA;4,9;60
"4845";"Woman Thou Art Loosed";2004;94;NA;6,3;180
"4846";"Woman on Top";2000;92;8000000;5,3;2094
"4847";"Womb Raider";2003;90;NA;6,7;22
"4848";"Women in Film";2001;89;NA;3;80
"4849";"Wonder Boys";2000;111;35000000;7,6;15668
"4850";"Wonderful Ice Cream Suit, The";1998;77;NA;5,9;156
"4851";"Wonderland";1999;108;NA;7,1;1229
"4852";"Wong Fei-hung";1991;95;NA;7,3;2550
"4853";"Wong Fei-hung tsi sam: Siwong tsangba";1993;105;NA;6,7;707
"4854";"Woo";1998;84;13000000;3,5;407
"4855";"Wood, The";1999;102;6000000;6,2;1170
"4856";"Woodlanders, The";1997;95;NA;6,7;68
"4857";"Woodsman, The";2004;87;NA;7,2;2444
"4858";"Work and the Glory, The";2004;118;7500000;6,3;180
"4859";"World Is Not Enough, The";1999;128;135000000;6,3;24205
"4860";"World Traveler";2001;103;2000000;5,4;350
"4861";"Wounded";1997;96;NA;5,5;160
"4862";"Wrecking Crew, The";1969;105;NA;5,2;299
"4863";"Wrecking Crew, The";1999;80;NA;2,3;185
"4864";"Wrong Guys, The";1988;86;NA;3,9;168
"4865";"Wrongfully Accused";1998;87;NA;5,2;3258
"4866";"Wu jian dao";2002;101;NA;8;4065
"4867";"X";1996;97;NA;5,8;569
"4868";"X Files, The";1998;121;66000000;6,7;18314
"4869";"X-Men";2000;104;75000000;7,3;45332
"4870";"X2";2003;133;110000000;7,9;38191
"4871";"XX/XY";2002;91;NA;6,1;657
"4872";"Xchange";2000;110;NA;5,6;719
"4873";"Xian si jue";1982;86;NA;7,4;242
"4874";"Xiao ao jiang hu zhi dong fang bu bai";1991;110;NA;7,2;647
"4875";"Xiao cheng zhi chun";2002;112;NA;7;220
"4876";"Xizao";1999;92;NA;7,3;1196
"4877";"Xtro 3: Watch the Skies";1995;90;NA;2,8;141
"4878";"Xun qiang";2002;120;NA;6,4;164
"4879";"Yakuza Way, The";1998;82;NA;3,4;14
"4880";"Yao a yao yao dao waipo qiao";1995;108;NA;7,2;1116
"4881";"Yards, The";2000;115;20000000;6,3;3386
"4882";"Yatgo ho yan";1997;88;NA;6;2637
"4883";"Year of the Horse";1997;106;NA;6,2;328
"4884";"Year of the Yao, The";2004;88;NA;7,9;58
"4885";"Yellow";1998;90;NA;5,9;97
"4886";"Yeogo goedam";1998;105;NA;5,9;187
"4887";"Yeogo goedam II";1999;97;NA;6,9;426
"4888";"Yes Men, The";2003;83;NA;6,9;515
"4889";"Yesterday";2004;96;NA;5,1;90
"4890";"Yesterday's Target";1996;79;NA;4,8;147
"4891";"Ying xiong";2002;93;30000000;8,1;24128
"4892";"Yo puta";2004;76;6000000;4,3;151
"4893";"Yogen";2004;95;NA;5,4;25
"4894";"Yossi & Jagger";2002;67;NA;7,9;618
"4895";"You Are Here*";2000;92;NA;5,5;61
"4896";"You Can Count on Me";2000;111;1200000;7,8;7630
"4897";"You Got Served";2004;95;8000000;1,9;6041
"4898";"You're Killing Me...";2001;86;NA;5;89
"4899";"You've Got Mail";1998;119;65000000;6,2;20053
"4900";"Young Adam";2003;98;NA;6,5;1809
"4901";"Young Poisoner's Handbook, The";1995;99;NA;7;954
"4902";"Young Unknowns, The";2000;87;NA;5,1;56
"4903";"Your Friends & Neighbors";1998;100;5000000;6,4;2659
"4904";"Zarkorr! The Invader";1996;80;NA;2,1;77
"4905";"Zelary";2003;150;NA;7,5;388
"4906";"Zero Effect";1998;116;5000000;7;4820
"4907";"Zero Woman 2";1995;99;NA;4,9;51
"4908";"Zeus and Roxanne";1997;98;NA;5;404
"4909";"Zhong Nan Hai bao biao";1994;92;NA;5,9;658
"4910";"Zhong an zu";1993;103;NA;6,6;478
"4911";"Zhong hua ying xiong";1999;115;NA;5,6;364
"4912";"Zhong hua zhan shi";1987;91;NA;6,6;108
"4913";"Zhou Yu de huo che";2002;97;NA;6,3;189
"4914";"Zi hudie";2003;127;NA;5,7;133
